_c0,Name,City,Cuisine Style,Ranking,Rating,Price Range,Number of Reviews,Reviews,URL_TA,ID_TA,rank
1290,Dal Bolognese,Rome,"[ 'Italian', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1291.0,3.5,$$$$,973.0,"[ [ 'A Great restaurant', 'not a posive experience' ], [ '01/05/2018', '11/24/2017' ] ]",/Restaurant_Review-g187791-d783010-Reviews-Dal_Bolognese-Rome_Lazio.html,d783010,1
2404,Trafiket,Stockholm,"[ 'European', 'Grill', 'Scandinavian' ]",2408.0,2.0,$,7.0,"[ [  ], [  ] ]",/Restaurant_Review-g189852-d793197-Reviews-Trafiket-Stockholm.html,d793197,1
2444,Royal India,Stockholm,[ 'Indian' ],2448.0,1.5,$$ - $$$,4.0,"[ [  ], [  ] ]",/Restaurant_Review-g189852-d11905507-Reviews-Royal_India-Stockholm.html,d11905507,1
2408,Per Lei,Stockholm,[ 'Italian' ],2412.0,2.0,$$$$,,"[ [  ], [  ] ]",/Restaurant_Review-g189852-d2011682-Reviews-Per_Lei-Stockholm.html,d2011682,1
3438,Admiral Arena Prater Sportsbar,Vienna,"[ 'Austrian', 'Bar', 'Pizza', 'European', 'Pub' ]",,-1.0,$,,"[ [  ], [  ] ]",/Restaurant_Review-g190454-d13202470-Reviews-Admiral_Arena_Prater_Sportsbar-Vienna.html,d13202470,1
3413,Cafe Patisserie Telegraph,Vienna,"[ 'Italian', 'American', 'Austrian', 'International', 'Scandinavian' ]",3415.0,1.5,$$ - $$$,2.0,"[ [ 'Sadly disappointing.' ], [ '05/31/2017' ] ]",/Restaurant_Review-g190454-d12293525-Reviews-Cafe_Patisserie_Telegraph-Vienna.html,d12293525,1
3231,lutz - der club,Vienna,[ 'International' ],3233.0,2.5,$$$$,3.0,"[ [ 'Nothing special' ], [ '03/30/2017' ] ]",/Restaurant_Review-g190454-d10388896-Reviews-Lutz_der_club-Vienna.html,d10388896,1
2322,Restauracja Kulinarny Duet,Warsaw,"[ 'Polish', 'European' ]",,,$,,"[ [  ], [  ] ]",/Restaurant_Review-g274856-d13139633-Reviews-Restauracja_Kulinarny_Duet-Warsaw_Mazovia_Province_Central_Poland.html,d13139633,1
2141,Grill Inn,Warsaw,"[ 'Lebanese', 'Mediterranean', 'Turkish' ]",2150.0,1.0,$$ - $$$,2.0,"[ [ 'Get with the times' ], [ '09/23/2017' ] ]",/Restaurant_Review-g274856-d11890686-Reviews-Grill_Inn-Warsaw_Mazovia_Province_Central_Poland.html,d11890686,1
1997,Rico's Concept,Warsaw,"[ 'Chinese', 'Asian', 'Fusion' ]",1998.0,3.0,$$$$,12.0,"[ [ 'Great Location, Poor Food', 'Very strange place and food' ], [ '09/12/2017', '09/13/2017' ] ]",/Restaurant_Review-g274856-d12238272-Reviews-Rico_s_Concept-Warsaw_Mazovia_Province_Central_Poland.html,d12238272,1
1546,Domino's Pizza,Zurich,[ 'Italian' ],1552.0,2.0,$,16.0,"[ [ 'Good deals, if you know the system', 'DELIVERY: Waited 2h 15 min for our Pizza' ], [ '06/05/2016', '09/02/2015' ] ]",/Restaurant_Review-g188113-d1202473-Reviews-Domino_s_Pizza-Zurich.html,d1202473,1
1590,not guilty Bellevue,Zurich,"[ 'International', 'European', 'Contemporary', 'Healthy' ]",1596.0,1.0,$$ - $$$,,"[ [  ], [  ] ]",/Restaurant_Review-g188113-d12378701-Reviews-Not_guilty_Bellevue-Zurich.html,d12378701,1
1593,Hukka Restaurant & Hookah Lounge,Zurich,"[ 'German', 'Belgian', 'Mediterranean', 'European' ]",1601.0,1.0,$$$$,,"[ [  ], [  ] ]",/Restaurant_Review-g188113-d11796028-Reviews-Hukka_Restaurant_Hookah_Lounge-Zurich.html,d11796028,1
